year,team_1,team_2,team_3,mean,rounds_ok,rounds_failed,n_teams,formation,budget,top_pool,allow_repeat
2023.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,4-3-3,100.0,300.0,0.0
